Taxonomy	GXL_5075	GXL_10938	GXL_8500	GXL_5076	GXL_12940	GXL_7910	GXL_7834	GXL_7837	GXL_13164	GXL_12278	GXL_11720	GXL_4184	GXL_1936	GXL_11714	GXL_10199	GXL_9463	GXL_4092	GXL_10143	GXL_13198	GXL_1001	GXL_5777	GXL_10941	GXL_4337	GXL_4363
Terribacillus	37	58	84	81	36	74	51	38	33	22	34	103	11	22	16	36	26	30	51	79	39	46	53	39
Virgibacillus	274	157	320	465	508	420	306	184	260	209	250	170	205	187	306	93	132	211	169	219	179	319	507	194
Brochothrix	2	10	58	69	12	19	18	10	17	24	6	29	12	3	17	0	1	27	26	26	19	52	3	19
Listeria	73	198	202	276	317	337	233	65	101	133	146	293	147	156	188	113	171	103	82	149	232	136	205	248
Aneurinibacillus	58	1042	318	258	390	527	360	153	45	430	736	290	581	685	505	73	325	165	989	497	1274	392	758	1345
Brevibacillus	528	320	463	421	335	328	543	746	278	593	421	496	300	212	592	1400	1683	197	2223	505	242	569	445	511
Paenibacillus	4064	7731	5215	7479	6841	7579	6121	5604	3989	4761	7086	7326	6173	4713	5384	7949	5307	4399	7894	9035	8362	6545	6678	10972
Thermobacillus	128	538	210	488	225	177	223	92	88	163	496	200	347	319	429	519	218	206	413	340	612	242	317	233
Jeotgalibacillus	3	50	43	30	35	46	46	13	8	25	34	37	61	61	40	25	20	13	96	37	117	76	70	116
Kurthia	3	15	44	44	26	27	22	3	8	7	18	10	5	9	9	2	4	4	31	26	12	44	13	20
Paenisporosarcina	1	4	12	5	8	3	13	0	6	3	2	7	1	2	4	5	1	1	4	1	8	7	1	16
Planococcus	614	336	349	504	318	571	474	308	206	256	352	376	345	259	216	217	394	231	398	593	218	245	326	437
Rummeliibacillus	35	17	45	17	53	46	57	11	17	1	16	86	7	34	29	21	10	8	33	54	49	66	34	19
Solibacillus	44	17	70	88	40	55	61	36	9	24	66	48	17	23	11	10	21	8	19	40	62	41	18	37
Sporosarcina	40	154	103	159	116	97	96	247	30	83	127	90	152	102	570	61	71	98	149	88	147	189	716	106
Auricoccus	2	13	18	14	41	11	5	5	10	6	10	15	12	3	22	0	2	10	6	4	14	14	5	6
Jeotgalicoccus	13	63	22	68	152	137	100	606	7	83	71	73	26	90	99	88	41	50	25	213	144	494	81	63
Macrococcus	35	121	51	209	121	185	162	52	26	76	53	89	46	57	56	57	66	50	78	128	54	157	66	60
Salinicoccus	17	117	49	225	187	233	115	61	39	90	157	126	148	191	62	155	129	110	156	305	167	94	127	164
Staphylococcus	455	1090	1029	1340	1692	1836	1141	427	294	745	773	1412	781	1045	735	575	489	899	979	1380	1362	1257	1068	1360
Laceyella	65	101	62	208	118	79	202	50	17	16	85	103	52	51	42	113	63	44	19	99	76	111	101	89
Novibacillus	7	25	106	23	63	33	36	18	18	17	41	42	37	17	21	3	17	76	5	12	146	74	22	71
Exiguobacterium	149	197	208	117	121	197	199	175	119	122	299	267	236	283	553	67	74	100	203	139	232	186	750	225
Gemella	93	45	84	73	69	72	122	440	22	21	102	118	52	100	113	53	15	32	59	91	36	136	26	44
Aerococcus	134	351	266	745	719	663	314	392	107	236	322	405	307	386	304	144	262	541	208	997	345	302	464	364
Carnobacterium	71	125	506	221	109	201	215	21	22	44	104	193	83	67	65	42	62	91	25	78	62	185	63	96
Jeotgalibaca	26	42	69	53	64	85	67	15	46	28	34	138	12	29	30	48	25	28	16	43	63	78	21	52
Marinilactibacillus	6	20	7	53	18	89	58	7	34	24	6	93	19	13	5	19	15	7	6	2	23	34	20	23
Enterococcus	4607	7214	3394	65230	5015	6814	3865	4052	2684	13258	3540	6786	5293	3220	3459	4823	2704	6297	10501	14010	6071	3990	3147	6104
Melissococcus	0	11	10	32	28	62	44	6	9	21	43	50	16	18	20	16	18	12	6	4	8	63	5	33
Tetragenococcus	3	75	30	148	47	166	95	57	14	23	122	114	31	79	28	50	156	50	9	227	22	78	12	77
Vagococcus	37	114	40	226	112	209	102	31	28	58	64	167	88	95	63	78	72	95	47	40	47	113	97	108
Lactobacillus	323828	161607	654344	793842	334469	301267	358927	113804	737560	186339	43963	653028	808507	27055	52993	36226	84856	276579	706043	26112	101422	133541	73302	84061
Pediococcus	230	676	855	1447	820	1819	9170	110	403	628	390	3892	810	214	117	357	580	528	677	243	457	661	259	525
Leuconostoc	67	124	142	433	244	321	654	51	94	108	130	529	81	94	49	160	140	197	53	53	143	203	83	148
Oenococcus	12	56	31	100	119	214	74	40	19	30	65	87	42	92	19	32	41	47	44	176	66	81	80	70
Weissella	267	466	301	2811	511	1009	22743	315	136	334	531	7725	328	210	174	454	418	1759	536	129	791	4291	189	379
Lactococcus	156	306	232	651	258	318	1372	397	83	163	327	507	274	110	310	129	187	427	258	530	301	373	196	225
Streptococcus	24844	15434	11692	38277	33020	37962	34357	17803	4252	21251	11580	18773	17027	17239	7115	9886	12263	9411	22446	25699	10047	20829	17879	17327
Christensenella	3199	6991	1682	8832	8912	9078	2992	5239	3627	4008	6879	7750	8336	4538	4572	6537	5851	8730	6971	10013	7576	4463	7246	7180
Alkaliphilus	193	218	211	395	210	335	265	171	158	117	417	111	186	73	236	67	134	275	220	275	65	235	757	158
Candidatus Arthromitus	149	146	192	150	214	178	227	92	13	76	266	344	205	191	197	163	98	139	118	353	120	307	123	395
Clostridium	12115	19027	9801	32774	25938	29634	14358	17947	4007	17395	13674	9571	13175	18576	20621	10218	13215	23357	17578	34559	12704	16493	16869	21632
Geosporobacter	115	241	251	291	343	144	209	60	98	107	485	134	362	102	143	103	270	128	140	114	147	328	293	292
Mordavella	5683	8789	3427	24044	10398	19138	3397	8829	2161	9899	7672	5731	7715	6882	3828	6603	10075	5027	11361	21688	4932	4259	9064	11726
Mogibacterium	406	486	648	5376	1356	3154	682	3373	958	595	622	1085	956	409	614	463	470	1855	697	1114	1061	672	618	1593
Carboxydocella	78	201	144	197	129	82	167	36	11	43	429	170	157	53	60	52	136	33	219	90	53	172	176	140
Thermaerobacter	345	335	192	831	486	1023	638	261	820	275	916	1421	643	170	369	1215	454	236	173	754	1304	958	285	1029
Acetobacterium	37	359	161	270	307	235	162	389	287	637	379	138	142	123	219	190	101	192	425	265	394	265	277	221
Eubacterium	13887	58681	16402	64621	65822	102321	22712	27016	5685	21548	18780	42094	30343	26895	22458	38214	21182	58764	28661	78870	34095	17768	114439	61504
Heliobacterium	953	422	326	626	492	1127	910	299	788	225	708	1403	714	176	412	1168	457	358	345	929	485	903	292	1256
Fastidiosipila	49	91	184	141	203	246	84	117	32	206	233	77	114	176	83	48	59	54	66	360	112	112	114	157
Hungateiclostridium	344	676	365	1224	985	877	530	376	130	551	895	403	542	626	296	311	362	352	428	1485	580	671	1406	654
Mageeibacillus	79	864	289	138	348	494	281	183	34	441	746	609	466	672	437	470	235	296	824	846	802	413	937	1315
Pseudoclostridium	90	568	270	1059	609	1147	212	449	146	481	436	487	311	504	171	303	458	385	504	1475	465	472	1081	689
Ruminiclostridium	119	210	143	363	461	408	248	159	32	125	335	150	146	324	103	85	128	262	163	779	262	197	198	223
Thermoclostridium	28	358	110	143	237	157	118	64	9	77	177	123	288	204	180	57	87	73	206	256	617	228	235	354
Anaerostipes	10911	6436	3793	7808	14216	5479	2619	6050	1959	3678	2857	2262	3245	7619	5034	7368	2768	6536	4152	4549	4299	2280	3231	11335
Anaerotignum	1614	461	700	1085	1565	329	2125	247	446	746	790	257	3498	635	1187	283	555	966	658	800	352	1162	336	1337
Blautia	16605	15786	8671	41405	27121	29801	11171	16402	5006	16005	10321	11804	20262	10111	12445	18568	15069	7432	18758	20652	11685	8972	15745	15223
Butyrivibrio	1899	2488	3444	3607	4663	3736	2944	2223	774	1952	2518	3263	2150	13694	2083	2301	3423	1675	2545	3921	2487	8454	2170	2866
Cellulosilyticum	241	195	375	413	297	166	308	132	107	83	178	167	205	302	199	256	83	183	217	282	240	598	199	192
Herbinix	232	351	421	803	675	537	313	231	94	166	385	296	192	317	146	473	282	212	251	542	297	482	439	323
Lachnoanaerobaculum	623	268	469	807	578	506	429	410	237	323	344	404	187	262	214	217	170	215	252	540	202	715	195	324
Lachnoclostridium	3216555	378402	28208	408905	1336490	436956	108002	322476	263167	810283	166254	141155	966417	501079	381343	755678	599354	135317	753292	177309	623169	100885	230410	771329
Roseburia	36218	34206	18912	29565	47130	27626	13692	17810	6797	22722	21216	18604	24398	23118	20091	24842	18965	23077	22530	40976	36200	22697	18939	32727
Oscillibacter	39670	65740	33885	67939	87190	79101	75109	23586	57744	25704	164735	150131	127694	18532	54013	97391	110800	18812	29117	76327	125135	112052	14420	170362
Candidatus Desulforudis	79	283	69	158	223	127	81	66	50	125	188	204	413	158	384	201	159	143	160	238	576	294	216	406
Dehalobacter	236	286	279	187	240	196	223	118	97	147	240	607	226	165	190	425	193	81	240	471	329	399	173	279
Dehalobacterium	193	703	244	260	492	402	277	178	52	291	1002	321	1182	568	579	267	520	216	527	371	629	411	586	711
Desulfallas	87	943	225	138	298	440	201	89	91	528	503	479	539	634	516	278	244	332	908	551	1099	297	780	1120
Desulfitobacterium	514	682	434	830	1175	965	392	689	164	442	596	737	923	747	576	767	580	295	771	929	824	419	1006	1132
Desulfofarcimen	43	177	99	222	395	302	82	146	21	128	73	161	229	146	153	135	99	132	174	354	547	82	322	198
Desulfosporosinus	147	230	176	282	177	335	283	228	159	310	126	342	113	129	172	395	114	101	131	313	251	294	198	285
Desulfotomaculum	347	1356	456	1119	1845	1383	491	612	329	622	1135	673	1724	1340	558	515	715	1133	1360	3007	1459	689	1015	1278
Syntrophobotulus	101	223	154	278	385	272	157	197	54	328	352	238	437	198	234	378	410	147	506	387	146	179	191	485
Thermincola	93	54	36	112	190	210	87	111	20	150	96	47	81	142	117	27	72	267	97	292	90	73	103	86
Acetoanaerobium	45	51	35	115	115	80	83	22	10	11	32	54	26	56	24	42	22	34	11	29	20	47	42	23
Clostridioides	80462	67583	29768	70018	97871	66511	36766	47474	19412	48943	43591	50156	56593	51540	39494	63123	46395	42059	59677	91189	50344	40853	34588	99081
Filifactor	386	302	55	707	208	263	258	247	123	107	319	144	283	157	115	144	167	74	458	247	152	181	278	362
Paeniclostridium	70	103	41	435	161	229	240	55	18	32	73	269	89	36	57	49	43	54	22	122	56	152	209	27
Peptoclostridium	664	180	228	226	263	370	550	72	143	141	286	394	246	103	217	500	306	87	388	296	290	376	152	470
Acutalibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ethanoligenens	2166	3294	1366	2117	2738	2449	1555	1279	854	1644	2707	3072	2746	1564	2288	2647	1720	1634	2391	4142	3761	2230	3278	4152
Faecalibacterium	137584	53657	251359	40621	69159	46626	51470	23707	24548	32883	61507	108193	56905	28966	35156	104857	27891	25135	36655	99132	77714	46784	22189	122090
Flavonifractor	39541	56856	10609	72636	104725	80797	35828	30583	22942	68224	71311	80455	97540	46605	43622	45326	71437	38055	30930	102158	53992	56501	45927	105329
Ruminococcus	14265	19335	336497	14825	13486	22188	24964	8076	10270	7759	13393	26803	9876	6673	10058	17855	7152	6837	12207	26726	16400	14155	6614	23243
Symbiobacterium	262	383	310	857	442	313	623	284	126	182	1031	1041	625	302	445	896	273	263	414	573	835	585	503	877
Syntrophomonas	44	686	145	149	720	522	240	77	57	334	292	143	355	430	316	115	186	388	659	295	622	296	380	670
Syntrophothermus	89	51	99	15	38	34	67	7	16	22	143	14	25	16	21	8	23	8	20	46	10	104	17	38
Intestinimonas	73611	303527	17611	94912	117720	95364	108941	37795	66040	95494	109083	268031	494173	117633	60280	66117	128745	41055	58558	67026	110930	147574	61351	177023
Monoglobus	32842	14853	5592	27103	20591	25015	14787	32070	2514	24839	9638	6522	8249	8309	7190	7257	8209	9976	28427	24243	7023	8526	11405	12866
Halanaerobium	52	71	81	72	32	35	87	21	26	34	18	35	11	36	18	37	11	6	23	54	21	50	38	27
Halothermothrix	76	130	59	102	168	105	40	30	17	33	73	47	66	170	58	57	103	99	69	39	68	39	53	88
Acetohalobium	12	18	23	70	13	36	19	4	2	10	54	23	1	10	11	9	7	2	0	4	7	30	8	1
Halobacteroides	5	12	13	37	16	16	28	9	2	9	17	16	10	19	29	11	5	14	3	33	15	19	34	17
Natranaerobius	11	17	21	45	38	51	21	12	0	4	57	35	25	36	7	4	18	17	17	75	24	22	22	32
Ammonifex	129	143	102	134	94	89	202	381	15	198	78	95	103	69	227	210	54	38	40	125	256	134	176	56
Caldanaerobacter	3	82	45	89	230	103	26	23	55	11	158	33	64	129	36	117	17	140	245	154	142	103	675	32
Carboxydothermus	8	10	11	7	8	5	13	11	15	29	12	6	3	17	44	21	12	9	16	22	64	15	27	9
Moorella	333	601	175	160	305	174	266	99	77	177	588	318	374	340	310	290	234	133	480	373	604	238	744	728
Tepidanaerobacter	48	41	47	49	73	92	65	4	7	10	150	40	58	80	55	13	56	14	13	102	15	86	34	9
Thermacetogenium	135	159	113	131	139	60	151	58	65	47	80	154	104	67	236	60	72	72	67	104	96	142	433	155
Thermanaeromonas	28	49	19	62	56	28	36	24	18	5	40	29	49	59	47	45	24	18	10	16	71	45	23	109
Thermoanaerobacter	15	157	93	269	411	310	95	94	37	64	184	121	119	184	73	140	106	153	82	360	135	86	109	172
Caldicellulosiruptor	86	235	134	345	353	460	209	150	70	178	235	174	81	229	152	135	136	188	145	508	203	302	278	246
Thermoanaerobacterium	53	725	272	182	489	399	194	93	54	311	353	181	380	563	692	125	203	342	523	368	822	298	1323	731
Thermosediminibacter	190	782	304	373	388	922	398	171	606	416	496	811	567	490	496	778	214	522	863	645	1448	482	516	1083
Mahella	58	467	123	667	189	138	367	87	5	77	789	379	209	110	245	93	72	51	42	176	347	515	382	113
Thermodesulfobium	63	27	65	28	11	27	50	4	20	63	14	34	3	5	23	21	12	5	20	13	10	44	11	13
Erysipelatoclostridium	0	0	16	5	2	0	11	0	0	3	15	6	0	1	0	0	0	0	0	0	2	29	0	7
Erysipelothrix	192	708	515	1129	696	831	164	184	7	440	410	413	706	319	370	192	212	370	453	387	751	288	460	563
Faecalibaculum	358	564	879	784	740	683	513	407	179	323	865	545	537	257	420	269	336	403	294	977	542	800	456	703
Faecalitalea	4280	15298	9934	18408	27265	20856	3196	13492	1034	10483	12381	6250	10127	18532	4397	8134	8488	16743	7882	52857	15451	5828	10084	13026
Turicibacter	726	960	865	561	567	808	1726	127	442	225	713	2188	649	246	405	299	227	147	567	1061	537	818	335	914
Limnochorda	150	559	230	419	372	444	237	947	498	561	628	433	524	217	435	524	360	119	415	436	455	571	462	579
Acidaminococcus	226683	2451	20065	68895	4001	5361	8874	916	10954	26974	1240	9513	1864	1506	1463	4714	1358	107823	11877	5569	4899	8500	1715	11425
Megamonas	859	128	795	175	78	128	611	46	80	35	136	335	85	87	35	98	52	84	91	167	137	390	67	139
Selenomonas	8768	3661	9656	2032	2302	2135	9101	2263	4656	1562	3608	4107	3177	1848	2640	2553	2028	1779	2494	2907	4055	7191	2604	4216
Pelosinus	875	294	727	187	231	432	602	99	158	72	75	1173	264	271	189	356	182	107	353	561	446	549	176	315
Dialister	983	245	1424	365	342	221	883	211	2104	252	383	160	174	260	479	164	128	247	518	405	394	245	166	285
Megasphaera	130055	11513	358310	33735	29706	20477	3582	14605	91655	42334	2839	5258	2530	4157	14714	8366	1905	28753	15328	60138	8851	20657	2201	32393
Negativicoccus	124	119	156	296	492	497	159	269	349	95	91	438	139	66	66	285	61	276	138	199	168	212	74	177
Veillonella	2293	1795	302	648	897	703	2748	521	516	321	478	1891	749	398	347	815	509	442	481	1299	312	4752	432	3438
Ezakiella	4	21	39	52	15	57	29	200	35	26	80	24	9	53	417	12	12	17	56	59	13	37	602	13
Gottschalkia	17	95	40	236	222	226	60	130	12	193	185	60	89	146	69	96	83	138	94	230	313	78	239	97
Anaerococcus	105	67	102	227	75	87	191	216	39	67	96	85	82	100	59	34	23	20	118	114	65	140	36	35
Finegoldia	34	71	88	319	100	158	64	1887	62	118	124	49	44	75	235	199	59	56	47	178	273	133	63	58
Murdochiella	422	293	274	852	614	694	317	1683	284	416	463	530	198	253	284	523	291	564	603	173	423	702	301	609
Parvimonas	50	76	119	175	129	155	93	106	24	29	112	121	40	240	100	225	30	26	34	94	48	101	71	96
Peptoniphilus	48	146	86	195	35	78	43	32	36	39	176	49	36	63	75	49	28	31	49	91	29	142	48	32
Ndongobacter	208	409	191	542	314	590	229	578	347	197	284	549	304	442	255	524	233	139	211	632	685	438	471	665
Fusobacterium	3167	376	383	947	1339	1008	720	3707	11375	4169	645	432	96673	1011	2020	2968	157	341	12112	1070	1974	479	363	2754
Ilyobacter	155	69	97	110	71	174	63	57	858	57	41	27	19	50	55	33	38	17	79	139	118	34	31	155
Leptotrichia	31	72	76	136	211	185	94	90	146	50	156	70	47	193	56	41	49	120	69	356	118	97	110	139
Sebaldella	14	51	28	34	6	14	27	6	37	23	117	13	7	12	14	23	10	10	16	33	8	61	7	11
Sneathia	5	29	13	51	13	9	2	20	299	18	24	11	12	29	4	20	6	5	25	5	10	14	8	15
Streptobacillus	40	27	35	32	53	81	147	54	485	66	33	67	26	31	33	6	23	42	25	41	23	91	47	54
Gemmatimonas	190	303	140	163	152	164	188	87	108	118	299	297	320	147	268	169	227	213	134	274	183	250	184	374
Gemmatirosa	104	130	84	161	93	248	155	460	387	107	297	289	154	67	151	360	237	109	217	216	470	201	54	259
Ignavibacterium	5	30	26	24	31	21	59	142	31	34	17	17	34	17	450	4	2	60	3	10	8	60	592	8
Melioribacter	29	77	97	87	208	141	68	107	73	28	114	83	180	118	176	35	32	141	101	310	104	87	244	94
Kiritimatiella	223	205	116	81	171	151	139	81	177	78	328	251	341	228	197	71	194	133	228	153	369	170	183	406
Leptospirillum	73	89	15	75	128	103	46	430	27	108	80	64	47	52	272	122	50	24	57	130	209	36	138	264
Nitrospira	213	249	451	283	306	456	221	815	448	201	340	530	237	288	295	872	407	130	427	383	486	283	125	689
Thermodesulfovibrio	0	54	53	9	53	77	45	4	15	21	52	66	45	24	38	13	21	5	17	29	31	36	414	34
Phycisphaera	112	182	58	70	94	65	148	48	27	27	136	120	159	56	88	77	66	140	57	130	88	142	57	113
Candidatus Kuenenia	92	67	49	75	16	10	96	105	20	22	108	125	39	43	482	77	15	21	183	126	194	89	589	91
Gemmata	150	332	90	157	70	149	131	136	327	515	346	137	162	122	130	105	71	100	297	276	189	141	92	350
Isosphaera	29	41	81	95	89	40	65	428	36	15	163	106	92	24	37	100	60	48	108	141	69	89	20	94
Paludisphaera	82	64	49	86	95	100	73	752	13	10	60	30	143	44	23	242	32	56	36	63	166	173	100	72
Singulisphaera	18	53	37	51	32	20	38	28	5	29	74	17	117	31	35	53	36	33	54	57	18	21	53	24
Fuerstia	49	215	37	55	151	190	43	18	300	482	51	51	157	79	103	46	72	34	255	114	91	35	30	141
Pirellula	34	76	101	47	34	57	160	32	11	36	479	127	54	87	47	59	22	15	19	95	35	102	58	123
Planctomyces	266	166	178	257	159	407	240	571	374	132	351	445	308	139	189	433	186	133	94	282	524	299	129	383
Planctopirus	80	171	74	36	106	75	84	23	40	100	236	71	132	77	123	106	97	69	22	196	138	62	21	267
Rhodopirellula	14	84	50	19	54	30	200	11	39	110	498	185	58	35	43	35	40	1	86	86	10	106	29	73
Rubinisphaera	12	44	125	22	43	147	134	12	20	75	468	123	31	19	44	39	97	10	115	38	20	68	34	97
Thermogutta	10	120	16	35	23	53	227	396	10	55	691	240	21	32	40	97	19	4	40	79	29	157	70	130
Acidithiobacillus	214	167	144	120	147	103	208	292	207	86	298	430	125	132	246	380	183	103	208	293	154	333	202	555
Candidatus Puniceispirillum	34	52	122	14	17	12	148	6	74	21	57	156	21	17	9	4	3	7	28	26	18	49	24	113
Micavibrio	58	46	353	50	23	28	115	17	12	52	208	91	33	61	88	34	23	36	55	65	59	132	19	67
Phreatobacter	140	47	88	47	85	112	80	510	31	12	86	93	90	53	52	61	61	151	233	95	63	55	44	49
Polymorphum	13	145	133	74	118	59	37	58	10	17	206	40	265	43	98	53	179	100	63	103	101	57	42	200
Asticcacaulis	97	107	70	30	82	88	93	81	37	57	15	103	73	30	41	38	25	65	100	99	80	94	124	30
Brevundimonas	104	220	554	262	244	190	219	1077	170	179	408	483	318	224	420	425	265	228	290	397	459	291	214	350
Caulobacter	1182	636	370	219	308	559	381	349	366	382	371	583	636	288	426	487	168	310	253	731	584	391	231	582
Phenylobacterium	169	131	54	118	236	230	200	101	123	69	195	310	150	109	189	294	180	43	114	313	275	167	95	367
Candidatus Nucleicultrix	19	5	61	0	0	6	0	0	0	1	13	0	1	7	28	0	0	3	3	1	2	5	0	1
Candidatus Paracaedibacter	90	74	180	12	17	19	21	3	9	46	7	59	16	16	156	21	8	3	18	12	22	47	15	11
Magnetococcus	206	166	74	82	149	195	110	43	119	383	227	196	99	104	110	122	217	123	265	94	87	79	96	343
Parvularcula	0	19	76	37	12	38	28	183	3	6	34	27	15	17	19	343	6	12	15	13	74	30	10	26
Candidatus Pelagibacter	4	10	43	32	82	72	70	8	17	16	80	82	10	80	26	25	21	31	71	24	22	46	15	36
Candidatus Fonsibacter	18	56	31	19	45	57	20	13	6	146	10	21	29	118	58	17	33	18	84	39	22	51	103	23
Aureimonas	19	28	132	38	18	17	149	12	21	15	44	38	45	14	131	5	26	8	43	25	98	50	13	63
Martelella	71	233	273	102	116	121	145	51	117	61	269	170	178	72	137	162	73	61	188	279	257	167	203	350
Bartonella	158	192	454	107	197	168	310	239	92	154	250	260	166	276	616	73	56	127	140	274	133	244	700	269
Beijerinckia	29	41	48	8	35	54	43	12	4	7	14	47	33	16	15	5	17	1	15	10	29	114	37	18
Methylocella	8	28	86	21	27	20	69	15	11	3	32	11	34	9	48	95	25	4	15	39	292	73	16	67
Afipia	9	108	44	69	16	101	41	4	82	5	34	105	61	10	33	85	17	5	12	134	95	70	29	185
Bosea	366	510	157	351	240	167	261	1523	136	156	427	374	349	93	538	324	312	127	173	336	764	509	396	706
Bradyrhizobium	868	1338	1408	1127	1047	1002	1271	2106	804	910	1590	1194	1410	802	1696	2608	1978	878	2388	1307	1923	1007	1148	1975
Nitrobacter	272	36	103	68	69	50	91	52	69	84	69	10	79	119	111	74	15	85	176	137	153	95	41	81
Oligotropha	48	24	141	107	49	143	58	19	137	55	64	180	34	52	123	127	47	30	24	102	138	189	15	118
Rhodopseudomonas	286	292	541	231	260	419	271	221	253	199	414	525	370	193	425	980	262	220	594	620	460	351	270	515
Variibacter	18	146	86	106	37	65	18	365	3	9	70	46	161	74	78	96	33	74	40	106	93	44	46	224
Brucella	59	167	99	64	54	132	81	32	376	406	215	138	69	43	63	50	40	42	292	45	40	96	33	107
Ochrobactrum	100	236	389	184	134	108	165	38	68	119	124	92	199	75	149	188	135	70	158	256	197	389	114	251
Chelatococcus	400	170	100	142	97	353	186	209	510	125	83	469	93	54	296	319	35	121	118	209	344	182	47	486
Breoghania	53	74	79	42	32	20	30	20	14	19	79	36	87	39	74	7	16	31	61	103	89	58	28	113
Cohaesibacter	40	87	82	203	108	251	44	73	20	90	95	105	58	103	81	96	159	32	161	285	59	49	97	169
Blastochloris	13	70	21	35	64	42	19	5	6	32	93	39	33	75	51	38	32	15	60	50	29	26	44	65
Devosia	1359	208	364	167	130	270	629	104	128	103	588	207	336	104	162	72	296	200	206	184	215	364	118	346
Filomicrobium	9	230	62	9	41	87	32	18	0	83	76	30	122	148	132	4	40	51	226	79	214	57	124	182
Hyphomicrobium	193	825	273	128	416	344	325	213	120	357	607	245	537	593	659	365	192	694	785	408	1127	338	556	1354
Maritalea	6	3	23	0	1	5	28	2	1	1	7	8	2	5	2	3	3	0	0	4	4	24	234	5
Pelagibacterium	79	54	39	25	34	24	55	10	36	31	54	43	61	18	86	12	5	31	39	58	34	49	20	60
Rhodomicrobium	31	70	36	35	127	17	40	608	79	56	77	16	62	45	71	105	33	82	33	55	325	36	17	13
Rhodoplanes	39	109	55	117	37	30	51	295	31	33	89	100	41	35	63	230	24	5	53	133	120	34	66	125
Methylobacterium	532	695	652	693	600	357	453	1452	466	616	795	500	806	257	1537	1341	1782	521	1645	603	969	814	1104	1064
Methylorubrum	514	119	153	140	175	229	506	146	144	64	405	198	273	44	122	170	251	151	61	151	132	219	44	374
Microvirga	84	153	144	126	183	145	111	520	44	88	166	108	181	152	276	283	82	84	182	230	217	92	321	601
Methylocystis	107	66	59	91	181	101	108	607	55	91	73	138	79	80	143	432	96	35	104	112	387	158	169	82
Methylosinus	47	46	70	18	8	25	12	5	73	17	58	133	16	23	18	29	11	1	17	16	16	34	9	78
Aminobacter	81	68	106	109	117	65	86	67	151	463	141	91	99	77	142	44	112	24	265	157	90	104	154	77
Chelativorans	7	41	31	57	23	22	43	8	7	5	40	24	21	17	26	9	3	8	11	22	10	72	24	26
Hoeflea	46	82	169	60	79	54	57	67	11	18	64	34	60	20	95	39	33	220	70	86	90	120	114	53
Mesorhizobium	709	588	655	600	516	553	510	989	443	488	743	511	813	371	663	1065	1026	354	1224	852	490	743	706	995
Nitratireductor	98	145	231	75	133	118	184	43	60	90	235	68	196	70	177	132	43	44	114	185	155	132	316	170
Phyllobacterium	54	69	72	64	32	161	39	31	54	10	91	75	47	12	28	26	38	17	21	66	49	121	32	82
Agrobacterium	327	419	580	316	487	234	492	554	165	415	707	353	447	202	499	346	295	193	300	592	389	515	503	577
Ensifer	89	198	111	220	121	142	125	74	50	60	172	160	166	95	232	166	138	57	174	263	155	133	397	301
Liberibacter	52	9	28	10	9	9	8	34	1	4	23	14	1	13	96	11	95	3	14	16	131	24	7	44
Neorhizobium	99	85	424	150	181	98	103	61	65	66	230	125	64	132	203	173	124	79	93	105	214	154	352	92
Rhizobium	1256	1677	1642	1374	1272	1485	1353	1614	1155	902	1867	1894	1724	906	1361	1947	738	892	1542	2188	1770	1771	1287	2337
Shinella	45	50	74	111	18	42	107	28	45	13	99	124	24	29	39	67	15	49	52	63	48	160	14	61
Sinorhizobium	535	624	414	546	409	391	371	829	323	294	802	418	630	406	667	736	313	450	543	831	928	463	766	734
Anderseniella	122	26	130	38	48	28	61	9	35	64	24	88	32	18	108	17	9	38	29	37	28	19	12	155
Candidatus Phaeomarinobacter	127	38	58	44	121	40	82	124	34	30	140	146	111	27	137	44	35	58	64	54	86	71	76	216
Parvibaculum	45	859	191	58	170	295	187	75	32	276	282	158	455	430	372	62	171	282	626	360	835	141	454	751
Azorhizobium	147	189	51	289	68	408	226	171	354	116	88	474	196	22	135	402	79	96	81	330	252	285	77	568
Pseudolabrys	2	31	183	37	28	12	42	5	2	8	97	30	111	28	20	181	8	23	43	51	111	41	27	82
Starkeya	44	35	30	50	72	40	74	505	21	41	92	53	48	91	132	152	57	39	34	82	216	111	14	44
Xanthobacter	291	321	25	28	78	56	52	96	66	38	161	78	138	151	108	97	98	183	87	251	106	68	410	288
Hartmannibacter	101	137	112	228	78	331	137	534	287	85	245	445	185	30	137	354	18	69	59	213	175	231	39	249
Methyloceanibacter	114	112	82	82	82	47	79	27	37	51	117	81	81	103	159	22	65	25	154	88	66	72	51	139
Pseudorhodoplanes	16	36	148	23	53	11	30	14	24	6	118	22	71	14	22	6	107	9	43	23	33	24	5	69
Hirschia	1	29	7	1	0	8	5	4	1	3	19	6	3	7	33	1	3	0	18	17	12	25	4	3
Hyphomonas	1203	213	341	109	114	276	866	65	121	74	384	305	260	54	117	122	236	156	48	168	77	267	85	443
Maricaulis	16	28	40	12	21	38	20	27	2	21	44	54	33	28	34	21	30	1	63	19	43	21	56	64
Antarctobacter	62	33	100	21	33	122	89	157	5	22	83	43	10	19	17	21	1	15	11	63	7	91	200	27
Brevirhabdus	12	51	72	84	93	22	10	12	3	13	97	41	130	16	31	20	83	4	56	19	62	35	29	85
