Taxonomy	GXL_5075	GXL_10938	GXL_8500	GXL_5076	GXL_12940	GXL_7910	GXL_7834	GXL_7837	GXL_13164	GXL_12278	GXL_11720	GXL_4184	GXL_1936	GXL_11714	GXL_10199	GXL_9463	GXL_4092	GXL_10143	GXL_13198	GXL_1001	GXL_5777	GXL_10941	GXL_4337	GXL_4363
Idiomarinaceae	30	104	140	51	44	26	150	72	67	22	112	37	81	29	72	16	24	14	81	78	25	86	28	49
Moritellaceae	13	80	69	103	3	22	35	66	67	15	177	8	8	10	272	2	2	198	8	65	10	99	336	6
Pseudoalteromonadaceae	425	227	548	261	291	208	648	404	580	183	275	358	187	190	1041	106	384	266	175	286	179	353	1360	400
Psychromonadaceae	82	28	28	78	197	131	61	56	1	56	75	102	46	137	123	42	17	52	50	167	89	61	97	191
Shewanellaceae	480	643	1052	435	600	878	826	258	932	661	567	736	567	420	468	476	455	414	692	894	515	764	578	737
Cardiobacteriaceae	10	26	433	12	14	17	20	1	3	26	60	20	14	25	74	0	14	5	90	10	7	29	16	6
Cellvibrionaceae	170	526	296	183	100	239	188	599	128	298	281	135	261	88	387	236	91	128	186	413	282	263	337	309
Halieaceae	221	249	166	65	134	186	312	31	413	523	156	245	138	99	305	172	97	59	394	189	97	241	119	246
Microbulbiferaceae	257	284	230	221	220	159	199	87	319	92	216	226	165	83	231	113	244	125	256	223	313	346	241	199
Spongiibacteraceae	125	126	118	223	90	171	99	60	11	88	77	97	75	91	50	76	126	50	152	59	66	75	99	111
Chromatiaceae	1123	546	554	741	776	1099	916	1077	978	507	963	1494	730	398	700	1480	516	578	854	1037	1123	921	271	1405
Ectothiorhodospiraceae	1305	921	819	996	1209	1147	1247	962	1228	693	1697	1736	1724	757	1807	1477	1225	754	1002	1322	2443	1526	1415	2158
Granulosicoccaceae	44	33	65	42	50	17	48	14	26	28	37	28	36	34	14	40	23	33	63	37	101	32	91	36
Halothiobacillaceae	14	78	65	36	27	81	27	28	44	40	128	69	41	51	120	44	47	41	56	52	72	58	49	105
Wenzhouxiangellaceae	22	46	40	45	6	11	36	7	2	16	8	49	35	11	22	39	45	8	10	10	58	33	64	18
Woeseiaceae	12	82	28	68	30	35	21	178	93	218	18	36	67	18	223	489	551	51	666	67	37	23	38	151
Budviciaceae	40	142	127	163	106	196	76	43	18	82	87	71	111	54	82	29	102	68	79	115	95	61	170	52
Enterobacteriaceae	71400	644613	49600	1179819	355675	10669	41470	877256	12331	391211	10894	11718	2381458	44564	374627	169006	159422	386561	77728	56422	24821	21450	545282	12596
Erwiniaceae	541	896	1323	1184	848	1008	923	1386	462	542	755	943	690	511	818	894	587	473	771	1354	755	1110	1596	868
Hafniaceae	744	417	556	372	330	457	624	169	269	264	483	453	536	99	254	300	284	255	160	495	426	450	395	814
Morganellaceae	662	289	824	508	310	394	649	362	252	270	390	430	636	296	632	280	246	397	258	740	528	330	481	544
Pectobacteriaceae	888	1108	1096	1524	985	1026	901	1422	646	845	1169	1197	1001	601	1024	815	867	700	1243	1486	1101	716	1097	1383
Yersiniaceae	939	1452	1829	1436	967	1485	1271	781	1029	656	1379	1888	1423	745	1364	1932	1301	675	925	1917	1265	1350	1963	1638
Immundisolibacteraceae	12	30	49	37	21	20	31	56	78	30	78	13	23	26	57	14	26	17	89	27	39	62	41	47
Coxiellaceae	87	95	866	94	95	46	264	87	204	23	31	147	42	53	203	30	144	5	39	112	43	192	303	47
Legionellaceae	132	142	399	95	126	101	212	478	86	82	274	158	103	310	234	113	120	83	197	247	212	184	83	156
Methylococcaceae	447	1095	552	541	480	556	701	1147	723	533	758	565	635	391	1185	760	984	385	1214	808	525	732	1289	838
Sinobacteraceae	613	427	96	223	114	149	170	76	45	92	196	114	206	134	199	92	134	56	104	257	78	184	115	243
Alcanivoracaceae	209	238	228	280	259	154	286	139	131	286	193	149	215	227	507	251	194	173	185	261	732	268	366	220
Endozoicomonadaceae	23	367	55	132	135	163	113	54	4	137	167	89	189	306	265	33	110	63	286	104	460	113	335	344
Hahellaceae	20	17	46	10	37	26	95	290	109	66	243	20	57	29	78	43	39	31	117	72	143	63	29	25
Halomonadaceae	1494	1230	1236	1308	1400	1564	2013	1923	1285	1168	1614	2031	1593	812	1432	1913	1722	743	2229	1643	1854	1548	1484	2208
Kangiellaceae	73	211	139	294	114	115	113	93	114	126	139	118	168	135	105	81	163	89	89	107	215	131	97	75
Oceanospirillaceae	228	296	514	104	227	154	316	224	136	78	438	207	287	187	654	91	187	62	164	201	215	319	763	262
Oleiphilaceae	6	18	33	5	5	9	30	0	0	3	6	132	3	16	7	98	2	5	41	95	2	21	1	108
Saccharospirillaceae	139	127	202	268	61	394	245	107	281	82	253	427	86	43	88	337	28	79	68	209	153	255	72	243
Orbaceae	13	68	132	24	27	48	32	6	6	10	171	27	18	13	22	21	6	6	8	57	16	87	15	10
Pasteurellaceae	4553	2145	3251	2497	3090	1734	22477	1409	1193	4858	2070	1656	3973	3102	4228	1043	1503	1046	2884	1638	1847	2478	5946	5507
Moraxellaceae	915	739	1756	945	980	1070	1578	552	882	556	925	1530	892	738	969	644	707	704	682	1292	941	1455	782	1258
Pseudomonadaceae	7440	7261	6634	6515	6128	6754	7288	6663	6047	5429	7826	9739	8037	3242	7775	9567	7524	3785	7237	8982	7186	7229	6975	10709
Salinisphaeraceae	33	56	153	29	62	38	34	42	36	43	114	43	57	70	103	40	27	38	91	48	251	25	137	49
Francisellaceae	70	708	370	134	260	323	462	277	32	314	397	199	494	535	986	38	159	345	619	321	850	273	1307	774
Piscirickettsiaceae	95	212	244	63	113	141	111	45	208	467	103	98	122	106	49	31	56	56	244	87	140	171	130	58
Thiotrichaceae	3	6	78	17	11	20	31	11	1	7	15	12	29	33	36	10	3	7	11	23	9	35	24	15
Vibrionaceae	1636	1055	2863	952	1404	1369	1900	614	1118	617	1356	1289	1196	938	1180	1074	920	942	929	1542	1392	1569	1280	1529
Rhodanobacteraceae	1023	1731	813	518	598	947	925	499	477	629	1181	595	1446	850	925	340	566	695	1372	911	1583	671	981	1788
Xanthomonadaceae	3349	3432	2552	2246	1681	2888	2882	3793	2826	2976	3147	3366	3104	1454	2710	3882	2980	1442	3751	3230	2779	3181	2072	4203
Hydrogenophilaceae	62	74	276	21	48	68	42	8	39	161	34	54	47	40	63	28	14	44	29	63	34	60	61	59
Bacteriovoracaceae	42	18	29	18	13	12	117	26	70	24	19	42	16	33	40	8	14	15	21	19	72	24	65	41
Halobacteriovoraceae	26	20	68	24	42	17	44	127	32	112	45	24	14	65	172	298	364	11	527	73	54	43	22	84
Bdellovibrionaceae	151	100	143	86	39	62	282	188	15	79	97	144	63	179	420	74	33	39	67	161	88	96	516	97
Mariprofundaceae	103	99	177	105	134	92	162	65	78	49	150	141	132	77	81	68	136	48	34	134	206	167	42	90
Leptospiraceae	90	223	194	235	1077	536	220	88	53	97	177	266	129	120	127	196	119	186	237	243	148	215	194	253
Brachyspiraceae	85	141	316	166	157	180	212	195	172	53	233	208	84	176	699	90	49	109	388	267	265	229	465	233
Borreliaceae	12	61	132	76	125	141	216	24	12	97	174	89	62	46	109	112	16	128	25	59	37	136	39	273
Spirochaetaceae	3283	14332	40248	5118	6890	29622	36585	2314	1789	8813	9942	12214	4373	21451	26625	9390	7645	25438	7884	21008	62008	34546	5603	8063
Synergistaceae	39929	39413	2609	36977	99858	438275	7884	2212058	30041	337591	39450	30081	137391	176622	203482	293517	105802	296768	158162	124293	38670	16916	196832	36253
Acholeplasmataceae	73	566	419	941	919	771	415	164	44	288	383	873	344	272	301	764	180	290	296	713	244	966	178	618
Entomoplasmataceae	47	289	289	60	1725	680	196	53	4	123	138	108	237	216	131	20	67	208	175	125	442	153	256	329
Spiroplasmataceae	75	263	230	544	1895	819	383	82	69	197	204	364	165	122	164	127	68	289	77	115	123	404	90	153
Mycoplasmataceae	164	1522	1449	774	2518	1360	789	272	192	814	870	922	886	1062	963	259	449	1247	1261	1111	1597	1047	832	1635
Thermodesulfobacteriaceae	7	19	62	21	42	19	43	19	36	14	30	19	9	54	74	2	7	73	30	42	24	28	17	20
Kosmotogaceae	63	7	53	10	30	47	66	34	16	10	58	21	16	74	20	9	195	8	40	27	13	51	42	71
Fervidobacteriaceae	69	65	86	115	77	47	139	60	42	42	253	119	35	201	121	35	47	289	188	201	122	174	172	111
Thermotogaceae	206	148	194	83	293	223	261	546	67	354	295	149	183	136	422	515	595	69	619	161	147	244	119	532
Methylacidiphilaceae	0	13	10	6	1	9	15	97	9	40	1	10	1	7	286	0	7	6	61	10	5	19	429	8
Opitutaceae	1984	1309	628	730	931	1246	2013	2369	1267	677	1179	1898	1280	520	952	1728	1130	454	827	1553	1188	1405	549	2052
Puniceicoccaceae	8	40	31	60	72	79	63	176	22	172	40	50	32	37	385	75	33	42	432	66	63	67	375	86
Akkermansiaceae	374	992	406	6963	1134	572	645	1346398	2618039	166946	822	614	625	566	82672	1035	441	8033	615	1035	872	652	837	1986
Verrucomicrobiaceae	164	178	104	103	62	141	216	612	97	107	163	247	192	100	307	252	85	276	149	263	164	228	174	206
Avsunviroidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pospiviroidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenoviridae	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	1	0	0	0	0
Alphasatellitidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphatetraviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alvernaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amalgaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ampullaviridae	0	1	0	0	0	5	0	0	6	2	3	6	0	0	0	0	3	0	0	0	0	0	0	1
Anelloviridae	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arenaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Asfarviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aspiviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Astroviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacilladnaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baculoviridae	0	5	10	1	3	2	6	0	1	3	29	18	1	10	8	4	0	3	0	7	1	10	2	4
Barnaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Benyviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bicaudaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bidnaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Birnaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bromoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caliciviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carmotetraviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrysoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Circoviridae	0	0	4	0	0	0	440	0	0	5	0	10293	0	0	0	0	1	3	0	0	0	777	0	0
Closteroviridae	0	0	0	2	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corticoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cystoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Endornaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flaviviridae	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	2
Fusariviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fuselloviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geminiviridae	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Genomoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Globuloviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guttaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hepadnaviridae	1	3	1	4	2	1	0	0	2	0	1	2	1	2	0	3	0	1	2	0	3	2	0	0
Hepeviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hytrosaviridae	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iridoviridae	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	5	0	1
Lavidaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Leviviridae	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luteoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marseilleviridae	1	0	4	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megabirnaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microviridae	0	1	0	111	9	16	0	108	15	74	0	2	2	5	68	0	0	32	22	2	0	0	8	1
Mimiviridae	0	1	7	1	2	3	3	0	0	0	6	23	2	7	7	1	0	2	1	7	15	4	2	11
Nanoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Narnaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nimaviridae	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Nodaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudiviridae	0	1	1	0	0	2	0	1	0	1	0	0	1	1	0	0	1	0	3	3	0	2	2	1
Orthomyxoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Papillomaviridae	2	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Partitiviridae	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Parvoviridae	0	16	7	7	0	0	2	0	0	0	7	19	0	0	0	1	0	0	0	4	1	14	0	0
Permutotetraviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phycodnaviridae	2	7	19	1	1	1	13	0	0	37	37	19	5	36	2	1	1	6	3	15	57	23	1	5
Picobirnaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pithoviridae	0	0	2	0	0	0	0	0	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0
Plasmaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pleolipoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polydnaviridae	0	0	39	2	0	2	6	1	2	0	5	1	0	10	19	57	9	0	2	6	5	2	20	5
Polyomaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Portogloboviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Potyviridae	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Poxviridae	1	4	19	3	2	24	1	0	2	0	25	3	5	6	1	6	2	2	4	9	4	10	2	7
Quadriviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smacoviridae	0	0	5	0	4	0	0	0	0	1	0	0	0	0	0	0	5	0	0	1	4	0	0	0
Solemoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solinviviridae	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
Sphaerolipoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tectiviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Togaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tolecusatellitidae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0
Tombusviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Totiviridae	0	0	1	0	0	0	1	0	1	0	0	0	0	3	0	2	0	1	0	1	0	1	3	0
Tristromaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Turriviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Virgaviridae	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Fimoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hantaviridae	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jonviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nairoviridae	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Peribunyaviridae	1	0	0	0	0	0	0	0	2	2	2	0	0	2	0	0	0	2	2	1	3	0	1	1
Phasmaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenuiviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tospoviridae	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
Ackermannviridae	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	3	0	0	0	0
Myoviridae	64	77	414	326	45	38	153	132	972	93	55	548	219	5723	102	137	111	187	87	309	427	617	26	119
Podoviridae	4	21	340	379	13	8	915	204	1	133	100	333	982	394	6679	62	5	315	208	300	77	1533	260	8
Siphoviridae	34	263	706	1616	373	877	121	431	6271	21350	1990	170	40305	391	1188	564	68	2276	561	3039	246	398	186	1864
Alloherpesviridae	0	0	1	0	3	1	2	0	1	0	2	4	0	2	0	9	4	2	4	2	3	0	0	1
Herpesviridae	0	112	11	8	6	4	8	2	11	0	3	16	6	10	20	19	9	12	9	96	113	12	5	36
Malacoherpesviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
Lipothrixviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rudiviridae	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bornaviridae	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	0	2	0
Filoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mymonaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nyamiviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paramyxoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pneumoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhabdoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Sunviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arteriviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Coronaviridae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mesoniviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roniviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulimoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Retroviridae	39	29	66	17	19	17	24	40	14	21	19	16	11	25	24	21	15	19	23	19	17	21	22	22
Dicistroviridae	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iflaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marnaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Picornaviridae	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	2	1	0	1
Polycipiviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Secoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphaflexiviridae	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	3
Betaflexiviridae	0	2	0	0	0	0	8	0	0	0	1	6	1	0	1	0	0	0	0	0	1	23	0	2
Deltaflexiviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gammaflexiviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tymoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
